Index,True_Class,Pred_Class_Mean,Pred_Class_Mode,True_Vector,Mean_Vector,Mode_Vector,Std_Vector,VAE_Init,MAE_Mean,MSE_Mean,RMSE_Mean,R2_Mean,CosSim_Mean,SMAPE_Mean,MAE_Mode,MSE_Mode,RMSE_Mode,R2_Mode,CosSim_Mode,SMAPE_Mode
1273,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42513999999999996]","[0.004863787745422614, 0.007269012195912948, 0.011223660228895769, 0.008557814457853101, 0.005382834915864567, 0.004102704303907785, 0.4888926046620774]","[0.0, 0.0, 0.005555555555555556, 0.005555555555555556, 0.0, 0.0, 0.5222222222222223]","[0.009193916538740335, 0.013379449644332278, 0.02604911311833529, 0.01303177695092194, 0.009857919503692004, 0.0067803637177852455, 0.06046491817370149]","[0.0010000000474974513, 0.0018455833196640015, 0.0010000000474974513, 0.00487106665968895, 0.0010000000474974513, 0.0010000000474974513, 0.46528035402297974]",0.015021774072847747,0.0006265576289002119,0.025031133192490743,0.9716898666190499,0.9993281101724923,173.4213920140236,0.015456190476190486,0.0013552408952380974,0.03681359660829267,0.938765328618129,0.9998868458270777,60.070752843903094
2754,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26839, 0.0]","[0.003630503146374803, 0.013764451970652637, 0.003957683356986821, 0.005208028859452044, 0.010814200754291849, 0.27496556297019703, 0.015267998843411817]","[0.0, 0.005555555555555556, 0.0, 0.0, 0.005555555555555556, 0.2833333333333333, 0.005555555555555556]","[0.005253641572819613, 0.016909331200695817, 0.007456063012423906, 0.010655465481518618, 0.013739691988816569, 0.02958410118442332, 0.03218057769785594]","[0.0010000000474974513, 0.01056484505534172, 0.0010000000474974513, 0.0010000000474974513, 0.0061917779967188835, 0.2801118791103363, 0.0010000000474974513]",0.008459775700195283,9.124632404498194e-05,0.009552294177054114,0.9896550702348506,0.9960850257912552,171.77433622886707,0.004515714285714283,4.512797195767185e-05,0.006717735627253565,0.9948836766277225,0.9994237971287662,86.48813803329654
2200,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32701]","[0.005351372095119658, 0.00587770277179758, 0.009811284740665284, 0.0030441301189941144, 0.00826118753339535, 0.00933934687510947, 0.3353949663085116]","[0.0, 0.0, 0.005555555555555556, 0.0, 0.005555555555555556, 0.0, 0.35000000000000003]","[0.010875153965808664, 0.011930738511810014, 0.018809489475047857, 0.004282000451673066, 0.012854650074090578, 0.022397875847126183, 0.08356640178504063]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0020160209387540817, 0.0010000000474974513, 0.34106454253196716]",0.00715285577765615,5.635584130403132e-05,0.007507052770830329,0.9956961046793311,0.998562161814088,171.79023910641595,0.004871587301587303,8.432407072310412e-05,0.009182813878278495,0.9935601711374157,0.9997481425473214,58.11308969903378
1733,2,2,2,"[0.0, 0.46038, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006811815754604685, 0.5053717799667621, 0.013891614831260661, 0.017020436223583162, 0.03082766266670823, 0.008584673835655953, 0.009853163275906091]","[0.0, 0.5277777777777778, 0.005555555555555556, 0.005555555555555556, 0.011111111111111112, 0.0, 0.0]","[0.017960988167960056, 0.03606107576705082, 0.030971540933723285, 0.03598548971819554, 0.04986452655059016, 0.01699275773234314, 0.017354715801980874]","[0.0010000000474974513, 0.49686455726623535, 0.0010000000474974513, 0.0010000000474974513, 0.005474701523780823, 0.0010000000474974513, 0.0017808452248573303]",0.01885444950778298,0.0005249227924588562,0.02291119360615802,0.9797741229465369,0.9967849622457481,172.75963749988225,0.012802857142857142,0.0006753779477954145,0.025988034704367596,0.9739769133042533,0.9996677556805136,87.6630137787263
3448,4,4,4,"[0.0, 0.0, 0.0, 0.43466000000000005, 0.0, 0.0, 0.0]","[0.010228591030173902, 0.008128547887253467, 0.009190657990864517, 0.4537389511014898, 0.008441750216535652, 0.038480160114960006, 0.04287146314877099]","[0.005555555555555556, 0.0, 0.005555555555555556, 0.5111111111111112, 0.0, 0.005555555555555556, 0.005555555555555556]","[0.02391201045508838, 0.020877410535971898, 0.019399627744241064, 0.08003998564437165, 0.01753079527789144, 0.06783710703998773, 0.08489582249035288]","[0.0012372024357318878, 0.0010000000474974513, 0.0010000000474974513, 0.46360501646995544, 0.0010000000474974513, 0.003280293196439743, 0.0010000000474974513]",0.019488588784292615,0.0005727314509091105,0.02393180835016674,0.9752430858374894,0.9912632820170555,172.04216162691435,0.01409619047619048,0.0008526041686067025,0.029199386442298792,0.9631452957869001,0.9997637888239164,116.59527675242072
720,4,4,4,"[0.0, 0.0, 0.0, 0.12872, 0.0, 0.0, 0.0]","[0.009248108562926224, 0.00349898552332755, 0.05808468116177013, 0.08625229110738497, 0.009962401788625333, 0.016732292949419112, 0.0044465726912142145]","[0.005555555555555556, 0.0, 0.03888888888888889, 0.061111111111111116, 0.0, 0.005555555555555556, 0.0]","[0.010555059028521925, 0.006951124116821903, 0.03458351287241616, 0.04725244999646262, 0.022913601571044055, 0.022629727763702253, 0.012064293833934215]","[0.009255388751626015, 0.0010000000474974513, 0.04007640480995178, 0.0756719708442688, 0.0010000000474974513, 0.009260669350624084, 0.0010000000474974513]",0.02063439308141394,0.0008105854259111358,0.028470781968733067,0.6004680099798501,0.8110327450709361,177.07284820939367,0.016801269841269843,0.0008778622758377425,0.02962874070624235,0.5673077126512243,0.8387421368293256,95.89008107457255
3227,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26993, 0.0]","[0.0153123392431145, 0.011435839904511594, 0.01151210648117801, 0.01692192135582885, 0.018018839383278775, 0.2406024422825191, 0.10988432594723285]","[0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.011111111111111112, 0.18888888888888888, 0.03888888888888889]","[0.01759196163042732, 0.024450392636192496, 0.014027382145867314, 0.016330406334473718, 0.01832464851452803, 0.13499501252224275, 0.09689277142067547]","[0.01225212775170803, 0.0010000000474974513, 0.01193610206246376, 0.020679155364632607, 0.03366953879594803, 0.14988858997821808, 0.1210862547159195]",0.030344704290375075,0.0020062107840992808,0.04479074440215613,0.7751364406375412,0.9025016357075286,173.06985835003167,0.021894761904761906,0.0011895601356261027,0.034490000516470026,0.8666696798299447,0.9762218336143643,176.47513854586606
1474,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.52041]","[0.005077412196526509, 0.008746776665832161, 0.005734765240225068, 0.007574562688034546, 0.008289198276201809, 0.008888617498487187, 0.3243232542097162]","[0.0, 0.005555555555555556, 0.0, 0.0, 0.005555555555555556, 0.0, 0.32222222222222224]","[0.01153495348623769, 0.013963886362459373, 0.01091938908699412, 0.01374415694797047, 0.013757487813426969, 0.015992966699053722, 0.061916643279680404]","[0.0010000000474974513, 0.003544006496667862, 0.0010000000474974513, 0.0010000000474974513, 0.003985527902841568, 0.0010000000474974513, 0.344452828168869]",0.0343425826222273,0.00554146827895012,0.07444103894324769,0.8328992439863486,0.9983864576733069,178.06081707917306,0.02989984126984127,0.005620017665079366,0.07496677707544433,0.8305306187148723,0.9997028673237037,63.862880169717606
1783,3,3,3,"[0.0, 0.0, 0.20362999999999998, 0.0, 0.0, 0.0, 0.0]","[0.008548538222676056, 0.015518485713850588, 0.22683292499685656, 0.017172971916443503, 0.05476977228448488, 0.027403141463289357, 0.03513430443342304]","[0.005555555555555556, 0.005555555555555556, 0.22222222222222224, 0.005555555555555556, 0.016666666666666666, 0.005555555555555556, 0.011111111111111112]","[0.01577463325636903, 0.03576116342536118, 0.03626786379860534, 0.025424031496533123, 0.07130584128231118, 0.04280154470501275, 0.05621633741824555]","[0.004252428188920021, 0.0010000000474974513, 0.2468658685684204, 0.006277620792388916, 0.014838806353509426, 0.006288483738899231, 0.005966536700725555]",0.02596430557586057,0.0008760381519457249,0.029597941684274685,0.8274621716560572,0.9497065470619243,172.9686360327432,0.009798888888888895,0.00012433744074074094,0.011150669968245897,0.9755114409576762,0.9947294626039876,172.6759674065338
1987,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.54722, 0.0]","[0.01866607689568467, 0.01313497212272788, 0.01550438779096865, 0.0053212207461335705, 0.010470542442954828, 0.5378506752636567, 0.016134833494216023]","[0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.0, 0.005555555555555556, 0.5444444444444445, 0.005555555555555556]","[0.02429027592249316, 0.026574439152316158, 0.024870428843227457, 0.010186554611156909, 0.019571560775335294, 0.010030391383713606, 0.03493457178616337]","[0.00973113439977169, 0.0011716634035110474, 0.0024552159011363983, 0.0010000000474974513, 0.002223670482635498, 0.5081778764724731, 0.0010000000474974513]",0.012657336889861278,0.00017820010104187433,0.013349161061350421,0.9951400830017406,0.998001713965795,171.67527885378306,0.004364761904761902,2.3146385185185165e-05,0.004811069027272958,0.9993687460885148,0.9997397933915513,142.92978568040706
428,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.2156, 0.0, 0.0]","[0.0074744178837579936, 0.005478029432995186, 0.008432458740034038, 0.004870308817018615, 0.21297459672845054, 0.01184297096915474, 0.006211190496302811]","[0.005555555555555556, 0.0, 0.005555555555555556, 0.0, 0.21666666666666667, 0.005555555555555556, 0.0]","[0.01037445256572024, 0.010482240689570111, 0.017903299060103524, 0.01060913044245433, 0.022218571460206112, 0.02426813974368739, 0.012593489829377951]","[0.0029027070850133896, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.22668392956256866, 0.0010000000474974513, 0.0010000000474974513]",0.006704968515830407,5.2347084091596505e-05,0.007235128477891495,0.9908031349982437,0.9960600993669788,171.6035970194881,0.0025333333333333323,1.339005291005291e-05,0.0036592421223598896,0.9976475001212168,0.999015263178192,85.78478893099498
3327,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.33431999999999995, 0.0]","[0.006340975750009734, 0.012290453787580103, 0.006600502069267692, 0.00988831206503613, 0.005274277860504911, 0.3332153206532003, 0.011802268529410818]","[0.0, 0.005555555555555556, 0.0, 0.005555555555555556, 0.0, 0.3388888888888889, 0.005555555555555556]","[0.014170464461850277, 0.02495762866413391, 0.014765451301498542, 0.012827493078290935, 0.00840502124130401, 0.049906778278032665, 0.02973969371299804]","[0.0010000000474974513, 0.0021407827734947205, 0.0010000000474974513, 0.0076531581580638885, 0.0010000000474974513, 0.36064472794532776, 0.0010000000474974513]",0.007614495629801291,7.15629195254541e-05,0.008459486954032975,0.9947711261613053,0.9977572339585572,171.4758532218712,0.0030336507936508036,1.6209619753086507e-05,0.0040261172055823845,0.9988156148851367,0.9995971261503048,85.90819236747197
1550,1,1,1,"[0.07079000000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06782866836530951, 0.010047951872040325, 0.0055704238572434955, 0.007221272764309075, 0.00923689436581018, 0.003137496673440796, 0.0038309117632988]","[0.061111111111111116, 0.005555555555555556, 0.0, 0.0, 0.005555555555555556, 0.0, 0.0]","[0.0246755466070611, 0.013226494984420675, 0.010285904260107405, 0.01643272181934168, 0.010092843810140681, 0.004924521741257423, 0.008259401561403163]","[0.08144792914390564, 0.005350280553102493, 0.0010000000474974513, 0.0010000000474974513, 0.011764103546738625, 0.0010000000474974513, 0.0010000000474974513]",0.0060008975615475964,4.324960171407514e-05,0.006576442937795107,0.9295172050547597,0.9695048507248338,172.03894719018166,0.0029700000000000026,2.2201326455026494e-05,0.004711828355853648,0.9638190531698534,0.9918365981341755,59.23942539925895
2471,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.40908999999999995, 0.0, 0.0]","[0.0135163225457721, 0.015187901142474857, 0.007193977516965937, 0.007946407193742983, 0.40957534929276096, 0.018249334573931006, 0.01087230401847923]","[0.005555555555555556, 0.005555555555555556, 0.0, 0.005555555555555556, 0.4166666666666667, 0.005555555555555556, 0.005555555555555556]","[0.02406353393360807, 0.019865508226417715, 0.01802974231700394, 0.014307224109300585, 0.01808974063306488, 0.034865627820444924, 0.020855532225586285]","[0.0010000000474974513, 0.006643477827310562, 0.0010000000474974513, 0.0010000000474974513, 0.4355006515979767, 0.0010000000474974513, 0.0010000000474974513]",0.010493085183446731,0.00013996325529654495,0.011830606717178328,0.9931699931781662,0.9970932130160685,171.44551012356112,0.005050634920634929,3.024669506172854e-05,0.005499699542859459,0.9985240045098135,0.9995558516325438,143.11929779844058
2391,3,3,3,"[0.0, 0.0, 0.27014000000000005, 0.0, 0.0, 0.0, 0.0]","[0.005677564384335817, 0.008660684933282333, 0.23380005320567515, 0.0049806531404673615, 0.004999110981187169, 0.021956644619595626, 0.013088763121025629]","[0.0, 0.0, 0.20555555555555557, 0.0, 0.0, 0.005555555555555556, 0.005555555555555556]","[0.009478190695350688, 0.017464076040487147, 0.0906530468746204, 0.008372276208875162, 0.009859892907309655, 0.04594855198726254, 0.03161705374329132]","[0.0013242494314908981, 0.0017954818904399872, 0.27175644040107727, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",0.013671909710602689,0.00030443455902337687,0.01744805315854399,0.9659308741880477,0.9926682044892039,173.48890417552974,0.010813650793650795,0.0006046969798941805,0.02459058722141829,0.9323286503601567,0.9992703391950749,61.021955485734836
2998,1,1,1,"[0.09039000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07777135172368915, 0.013524779279662391, 0.004635978444651385, 0.006918462245533599, 0.009152863835589314, 0.0037576671213658116, 0.0028847877664228525]","[0.061111111111111116, 0.005555555555555556, 0.0, 0.0, 0.005555555555555556, 0.0, 0.0]","[0.03105317789240705, 0.01556130435393666, 0.00909779999805177, 0.012271004691941548, 0.013579916389491761, 0.0062804624740693486, 0.00498186770096092]","[0.10090382397174835, 0.009041298180818558, 0.0010000000474974513, 0.0010000000474974513, 0.007147805765271187, 0.002516370266675949, 0.0010000000474974513]",0.0076418838527908895,7.39606191303014e-05,0.008600035995872425,0.9260727425813802,0.9716200036123142,173.57254092096107,0.005770000000000003,0.0001312831042328044,0.011457883933467139,0.8687761141610324,0.9918365981341755,62.664530722704114
387,2,2,2,"[0.0, 0.22057, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.004620791133927198, 0.21686798720132702, 0.01254715969316164, 0.007573403795198809, 0.008469700858371239, 0.012025362722944794, 0.012177753171548698]","[0.0, 0.21666666666666667, 0.005555555555555556, 0.0, 0.0, 0.005555555555555556, 0.005555555555555556]","[0.010752572799197536, 0.038234251526141655, 0.022201339398144435, 0.01603384648407637, 0.019885169706642645, 0.02529333305387608, 0.02821091013233065]","[0.0010000000474974513, 0.22548332810401917, 0.0039843060076236725, 0.0010000000474974513, 0.0010000000474974513, 0.0019569024443626404, 0.0010000000474974513]",0.00873088345340362,8.778387491879995e-05,0.00936930493253368,0.9852644384555598,0.9936735570647592,171.6703698030668,0.0029385714285714262,1.5404086243386222e-05,0.0039248039751542015,0.9974142419540577,0.999015263178192,85.96935080380355
119,1,1,1,"[0.46630000000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4728951366710923, 0.023217082083068042, 0.020576898091969567, 0.012210873028192114, 0.012354300694962555, 0.005754673033932471, 0.010445992943685607]","[0.4777777777777778, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.0, 0.005555555555555556]","[0.01633966878400444, 0.052150726667349386, 0.028785237550866472, 0.023268666435406676, 0.020606606041082796, 0.010997276329831843, 0.022891371429893285]","[0.45882195234298706, 0.0010000000474974513, 0.008705515414476395, 0.0010000000474974513, 0.00314381904900074, 0.0010000000474974513, 0.0010000000474974513]",0.013022136649557512,0.0002071295227612552,0.014391995093150053,0.9922204226490282,0.9968702479701674,171.62920329830703,0.005607936507936505,4.086576719576711e-05,0.006392633823062847,0.9984651227277113,0.9996621507386938,143.2045046059899
1056,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.32454000000000005, 0.0, 0.0]","[0.010328404131302277, 0.0181102050972047, 0.007326194304746923, 0.005684029986041506, 0.3301579118593202, 0.012032208627267988, 0.012071477116902813]","[0.005555555555555556, 0.005555555555555556, 0.0, 0.0, 0.3277777777777778, 0.005555555555555556, 0.005555555555555556]","[0.015007683018113772, 0.023452611685588903, 0.01435627342177684, 0.009565472607017554, 0.01983655961319636, 0.026801913388130257, 0.028280225832618352]","[0.003226775676012039, 0.007788218557834625, 0.0010000000474974513, 0.0010000000474974513, 0.3511769473552704, 0.0010000000474974513, 0.0010000000474974513]",0.010167204446112337,0.00012038461690407809,0.010971992385345429,0.9906657514486169,0.996299995617816,171.6737406348597,0.00363714285714285,1.9134285008818297e-05,0.004374275369569033,0.9985163870873334,0.9994259471398347,114.42752850519344
1985,4,4,4,"[0.0, 0.0, 0.0, 0.45063, 0.0, 0.0, 0.0]","[0.013018680906093882, 0.0070583501640626165, 0.02006648353938073, 0.46246562367231225, 0.02680413375617129, 0.04365215630138604, 0.013057101140241147]","[0.005555555555555556, 0.0, 0.005555555555555556, 0.48888888888888893, 0.011111111111111112, 0.011111111111111112, 0.005555555555555556]","[0.0175365716366616, 0.015597194602553896, 0.030150414924637874, 0.046569707003931024, 0.040024382939707025, 0.06643517604222048, 0.03049440148957164]","[0.0056562889367341995, 0.0010000000474974513, 0.009444791823625565, 0.4534183144569397, 0.008558908477425575, 0.00775083526968956, 0.0010000000474974513]",0.01935607563994971,0.0005080731907554139,0.02254047893802201,0.9795670577625393,0.9921074324136434,171.79891673259527,0.01102111111111112,0.00025760696455026525,0.01605013908196017,0.9896399410116542,0.9992905284669159,144.02062251044057
1784,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.41108, 0.0]","[0.008063041126040447, 0.015527346277512906, 0.00686245255311958, 0.005899371402411417, 0.007635758464366673, 0.4201597091328804, 0.006803808457992171]","[0.0, 0.005555555555555556, 0.0, 0.0, 0.0, 0.4222222222222222, 0.0]","[0.015009821586047682, 0.032190826459992064, 0.014542057627585207, 0.010848250367948481, 0.01789766760030655, 0.015858243609592478, 0.0139277176239924]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.45313945412635803, 0.0010000000474974513]",0.00855306963061766,8.214924105804655e-05,0.009063621851006724,0.9960299526233155,0.9986077057954542,171.74065981666112,0.0023853968253968252,2.214475908289241e-05,0.004705821828638693,0.9989298045657875,0.9999134461416996,28.953461881624538
