Index,True_Class,Pred_Class_Mean,Pred_Class_Mode,True_Vector,Mean_Vector,Mode_Vector,Std_Vector,VAE_Init,Time,MAE_Mean,MSE_Mean,RMSE_Mean,R2_Mean,CosSim_Mean,SMAPE_Mean,MAE_Mode,MSE_Mode,RMSE_Mode,R2_Mode,CosSim_Mode,SMAPE_Mode
1273,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42513999999999996]","[0.0, 0.0031816940754652023, 0.0003780534607358277, 0.0017386795952916145, 0.002926949644461274, 0.0010672174394130707, 0.2677367627620697]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26666666666666666]","[0.0, 0.01339708175510168, 0.003761585336178541, 0.009149495512247086, 0.011977061629295349, 0.007487719878554344, 0.021897494792938232]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.003086687996983528, 0.0010000000474974513, 0.2581425905227661]",2.1721599102020264,0.023813690207613893,0.0035426820269440665,0.05952043369250653,0.8399288491864259,0.9998396441766156,149.34781420211257,0.022639047619047614,0.0035876853396825384,0.05989728991934892,0.8378954372105042,1.0,6.544905884798531
2754,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26839, 0.0]","[0.002248475095257163, 0.0037674368359148502, 0.0004691514477599412, 0.0007838780293241143, 0.001785746542736888, 0.2815520167350769, 0.030611388385295868]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2777777777777778, 0.016666666666666666]","[0.00899199303239584, 0.014231049455702305, 0.0046679978258907795, 0.004627036862075329, 0.008445905521512032, 0.008659151382744312, 0.023773036897182465]","[0.0010000000474974513, 0.010020948946475983, 0.0010000000474974513, 0.0010000000474974513, 0.0042287446558475494, 0.29253309965133667, 0.0010000000474974513]",2.196942090988159,0.00754687043876653,0.00016193835179102283,0.012725500060548615,0.981640456280339,0.9939972682860532,172.1123846480719,0.0037220634920634914,5.227259276895942e-05,0.007229978753008851,0.994073664813384,0.9982048454657786,29.062527155298813
2200,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32701]","[0.0013101962395012379, 0.0066808355040848255, 0.008757057599723339, 0.011418333277106285, 0.00018716171325650066, 0.001685590948909521, 0.391408771276474]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38333333333333336]","[0.007494526915252209, 0.01728610321879387, 0.015756851062178612, 0.018633797764778137, 0.0018622362986207008, 0.016771411523222923, 0.023189334198832512]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.4312736392021179]",2.1917121410369873,0.013491135222722241,0.0006290703654463076,0.02508127519577718,0.9519578993132314,0.99916459425512,173.98970285661625,0.008046190476190476,0.0004531882682539683,0.021288219001456377,0.9653900142028266,1.0,2.265437035477814
1733,2,2,2,"[0.0, 0.46038, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.46615269780158997, 0.0021084395702928305, 0.010819561779499054, 0.1204724907875061, 0.0, 0.03756152465939522]","[0.0, 0.47222222222222227, 0.0, 0.0, 0.13333333333333333, 0.0, 0.02777777777777778]","[0.0, 0.007893860340118408, 0.010985723696649075, 0.027958156540989876, 0.02159503474831581, 0.0, 0.02482203207910061]","[0.0010000000474974513, 0.4963958263397217, 0.0010000000474974513, 0.0010000000474974513, 0.005463307723402977, 0.0010000000474974513, 0.0018876567482948303]",2.173661231994629,0.02524781637118331,0.002297045949387793,0.04792750723110678,0.9114921858491896,0.9650050161515462,114.46372659255886,0.024707619047619055,0.0026699458490299826,0.05167151874127547,0.8971239251606373,0.9608354189321238,57.505658343934044
3448,4,4,4,"[0.0, 0.0, 0.0, 0.43466000000000005, 0.0, 0.0, 0.0]","[0.0027849229518324137, 0.0016221769619733095, 0.003261175937950611, 0.4433734118938446, 0.0005755728925578296, 0.00573772145435214, 0.02069326490163803]","[0.0, 0.0, 0.0, 0.4444444444444445, 0.0, 0.0, 0.005555555555555556]","[0.010967523790895939, 0.010339606553316116, 0.01684797927737236, 0.005404278170317411, 0.005726880393922329, 0.022766221314668655, 0.029143404215574265]","[0.001223638653755188, 0.0010000000474974513, 0.0010000000474974513, 0.46387597918510437, 0.0010000000474974513, 0.0032562613487243652, 0.0010000000474974513]",2.1704769134521484,0.0061983209991641275,7.97728590293435e-05,0.008931565317980018,0.9965517349879204,0.9987750530060595,171.71210804821035,0.0021914285714285694,1.808565008818338e-05,0.0042527226676781285,0.999218228916719,0.9999218841540815,28.88942896071363
720,4,4,4,"[0.0, 0.0, 0.0, 0.12872, 0.0, 0.0, 0.0]","[0.0031675463542342186, 0.010524663142859936, 0.02396547980606556, 0.13748294115066528, 0.03329981863498688, 0.0043035270646214485, 0.0019607767462730408]","[0.0, 0.0, 0.005555555555555556, 0.14444444444444446, 0.03333333333333333, 0.0, 0.0]","[0.01576939783990383, 0.019012704491615295, 0.032618988305330276, 0.0262448750436306, 0.01720735989511013, 0.015633972361683846, 0.012067035771906376]","[0.008949900045990944, 0.0010000000474974513, 0.03656519949436188, 0.08824046701192856, 0.0010000000474974513, 0.010908480733633041, 0.0010000000474974513]",2.157991886138916,0.01228353612852948,0.00027188259369850424,0.016488862716952442,0.8659909366244738,0.9549280661334961,172.36909352077535,0.007801904761904764,0.0001984619231040565,0.014087651440323774,0.9021794809697425,0.9737076521550796,58.7875435228271
3227,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26993, 0.0]","[0.024012062698602676, 0.0011414375621825457, 0.0012194570153951645, 0.004208933562040329, 0.0032758438028395176, 0.2892072796821594, 0.06923399120569229]","[0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.32222222222222224, 0.044444444444444446]","[0.018972409889101982, 0.01132243499159813, 0.010475370101630688, 0.016014987602829933, 0.013928350992500782, 0.06810276210308075, 0.04672495648264885]","[0.01225956715643406, 0.0010000000474974513, 0.011969361454248428, 0.02059289999306202, 0.03369517624378204, 0.15020371973514557, 0.12083554267883301]",2.1908791065216064,0.017481286504130278,0.0008246820621038185,0.02871727811098779,0.9075665701247372,0.9691962814001964,172.41362365009985,0.016200476190476192,0.0007125089892416229,0.026692864013470395,0.9201393449439804,0.9893232772904178,59.66596426969792
1474,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.52041]","[0.0, 0.001402613241225481, 0.0026379674673080444, 0.007116530556231737, 0.014754435047507286, 0.0019190885359421372, 0.3469739854335785]","[0.0, 0.0, 0.0, 0.0, 0.005555555555555556, 0.0, 0.34444444444444444]","[0.0, 0.00841482263058424, 0.013644532300531864, 0.015237146988511086, 0.02048174850642681, 0.008219405077397823, 0.021038014441728592]","[0.0010000000474974513, 0.0036501623690128326, 0.0010000000474974513, 0.0010000000474974513, 0.004284888505935669, 0.0010000000474974513, 0.3587161898612976]",2.256661891937256,0.028752378487805177,0.0043372855152121,0.06585807099522503,0.8692108928256259,0.9988352251546115,148.57008520460937,0.02593158730158731,0.00442782013421517,0.06654186752876094,0.8664808576581798,0.9998699525321245,34.38464643009018
1783,3,3,3,"[0.0, 0.0, 0.20362999999999998, 0.0, 0.0, 0.0, 0.0]","[0.004988678265362978, 0.014662286266684532, 0.22649846971035004, 0.050413232296705246, 0.005040266551077366, 0.022409524768590927, 0.0680946335196495]","[0.0, 0.0, 0.22777777777777777, 0.03888888888888889, 0.0, 0.016666666666666666, 0.07222222222222223]","[0.020546220242977142, 0.027079816907644272, 0.013180027715861797, 0.022310061380267143, 0.010747554711997509, 0.013680551201105118, 0.021570716053247452]","[0.0038869567215442657, 0.0010000000474974513, 0.24891673028469086, 0.00611121766269207, 0.013711156323552132, 0.005853690207004547, 0.006038643419742584]",2.177668809890747,0.0269252987683458,0.001209828664047378,0.03478259139350284,0.7617213246941774,0.9305305985507467,172.94761723669276,0.0217036507936508,0.0010841840015873019,0.03292694947284522,0.7864673442091042,0.9386305203160417,87.31355337582497
1987,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.54722, 0.0]","[0.0, 0.013039438985288143, 0.0006804420845583081, 0.017079034820199013, 0.0005894944188185036, 0.5432002544403076, 0.0007854970754124224]","[0.0, 0.0, 0.0, 0.011111111111111112, 0.0, 0.5444444444444445, 0.0]","[0.0, 0.022075602784752846, 0.00677030673250556, 0.016214534640312195, 0.0058654011227190495, 0.006320976186543703, 0.006566544994711876]","[0.008519945666193962, 0.0010000000474974513, 0.002312585711479187, 0.0010000000474974513, 0.0010000000474974513, 0.5139845013618469, 0.0010000000474974513]",2.1664040088653564,0.005170521849138402,6.847232350871818e-05,0.008274800511717377,0.9981326059469958,0.9992161032082871,142.9624691042172,0.0019838095238095205,1.8737214109347423e-05,0.004328650379661936,0.9994889940868853,0.9997918184634463,28.644071394692766
428,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.2156, 0.0, 0.0]","[0.008431855589151382, 0.010212009772658348, 0.006990803871303797, 0.0006791237974539399, 0.2213493138551712, 0.00400408823043108, 0.016284292563796043]","[0.0, 0.0, 0.0, 0.0, 0.22222222222222224, 0.0, 0.005555555555555556]","[0.02250385656952858, 0.023705776780843735, 0.01801779679954052, 0.0041074613109230995, 0.009279373101890087, 0.012031644582748413, 0.01862478256225586]","[0.003065090626478195, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.23361705243587494, 0.0010000000474974513, 0.0010000000474974513]",2.314436197280884,0.0074787839542808255,7.699705669116009e-05,0.008774796675203369,0.9864723785821176,0.9948766734030999,171.80451002130758,0.00173968253968254,1.0674003527336865e-05,0.0032671093534402647,0.9981246831380824,0.9996876464081228,29.003581942369884
3327,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.33431999999999995, 0.0]","[0.0006929861847311258, 0.001419505337253213, 4.89028889205656e-06, 0.008358744904398918, 0.002062687184661627, 0.3389246463775635, 0.000998728210106492]","[0.0, 0.0, 0.0, 0.005555555555555556, 0.0, 0.3388888888888889, 0.0]","[0.005903075914829969, 0.007985659874975681, 4.865777736995369e-05, 0.01241852156817913, 0.011057176627218723, 0.008166380226612091, 0.009937219321727753]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.004978230223059654, 0.0010000000474974513, 0.35736462473869324, 0.0010000000474974513]",2.1721227169036865,0.00259174121251528,1.4116967181185372e-05,0.0037572552722945738,0.9989685183211515,0.9996623280757244,171.62398527371838,0.0014463492063492161,7.391277601411022e-06,0.0027186904202963274,0.9994599429657031,0.9998656545973652,28.76533522461483
1550,1,1,1,"[0.07079000000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06796227395534515, 0.013111714273691177, 0.0034834491088986397, 0.0024816878139972687, 0.0014252769760787487, 0.0013077646726742387, 0.003234253730624914]","[0.06666666666666667, 0.005555555555555556, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.007418960798531771, 0.012507057748734951, 0.011769496835768223, 0.011389637365937233, 0.008443026803433895, 0.007970698177814484, 0.01113003771752119]","[0.08087662607431412, 0.005872026085853577, 0.0010000000474974513, 0.0010000000474974513, 0.01178918406367302, 0.0010000000474974513, 0.0010000000474974513]",2.3828980922698975,0.003981696088659979,3.0344048281523114e-05,0.0055085432086462854,0.9505490629260746,0.9785804383859754,172.01084781512222,0.0013826984126984157,6.838010758377449e-06,0.0026149590356977772,0.9888562647743594,0.9965457582448797,29.42849521407613
2471,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.40908999999999995, 0.0, 0.0]","[0.013731314800679684, 0.0006648213602602482, 8.934002107707784e-05, 0.0, 0.40231457352638245, 0.0017871302552521229, 4.084899046574719e-05]","[0.0, 0.0, 0.0, 0.0, 0.40555555555555556, 0.0, 0.0]","[0.02317771501839161, 0.006614885292947292, 0.0007572860340587795, 0.0, 0.0044005680829286575, 0.011580039747059345, 0.0004064422973897308]","[0.0010000000474974513, 0.0067595988512039185, 0.0010000000474974513, 0.0010000000474974513, 0.4218526780605316, 0.0010000000474974513, 0.0010000000474974513]",2.2197492122650146,0.0032984117001931984,3.401441176063512e-05,0.0058321875621961195,0.9983401453197586,0.9994068113677497,143.09572126777545,0.000504920634920628,1.7846139329805505e-06,0.001335894431824817,0.9999129133906555,1.0,0.12396081497708347
2391,3,3,3,"[0.0, 0.0, 0.27014000000000005, 0.0, 0.0, 0.0, 0.0]","[0.0002228403027402237, 0.013611934147775173, 0.27121493220329285, 0.0015067767817527056, 0.003441140055656433, 0.00380203896202147, 0.0003400970308575779]","[0.0, 0.0, 0.27222222222222225, 0.0, 0.0, 0.0, 0.0]","[0.0022172322496771812, 0.020250923931598663, 0.006867684423923492, 0.012648291885852814, 0.012656815350055695, 0.016000032424926758, 0.002380872145295143]","[0.0013053063303232193, 0.0018718838691711426, 0.26990818977355957, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",2.1670892238616943,0.0034285370691566263,3.073898224248125e-05,0.005544274726461636,0.9965600152075046,0.9985484050240903,171.48530379921874,0.00029746031746031535,6.193784832451411e-07,0.0007870060249103186,0.999930685650346,1.0,0.10969064778941658
2998,1,1,1,"[0.09039000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10600922256708145, 0.003549239132553339, 0.028863653540611267, 0.005469228606671095, 0.0001380496978526935, 0.001003623940050602, 0.0037197708152234554]","[0.10555555555555556, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0]","[0.019641341641545296, 0.010781057178974152, 0.018113264814019203, 0.018068931996822357, 0.0013735784450545907, 0.00862051360309124, 0.011803948320448399]","[0.10124747455120087, 0.009367082267999649, 0.0010000000474974513, 0.0010000000474974513, 0.007141719572246075, 0.0025776810944080353, 0.0010000000474974513]",2.1013741493225098,0.008337541185720554,0.00016206331184777893,0.012730408942676545,0.8380097906971646,0.9625896933314072,173.70079784618972,0.004547460317460313,7.253883615520271e-05,0.008516973415198777,0.9274938842271573,0.987762965329069,30.782765215799333
387,2,2,2,"[0.0, 0.22057, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0006697734934277833, 0.21682186424732208, 0.001790616544894874, 0.007845168933272362, 0.001023931079544127, 0.0021523835603147745, 0.0070776138454675674]","[0.0, 0.21666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0051606278866529465, 0.00953869242221117, 0.012128593400120735, 0.019973771646618843, 0.007198199164122343, 0.011233492754399776, 0.018181949853897095]","[0.0010000000474974513, 0.22622579336166382, 0.003979530185461044, 0.0010000000474974513, 0.0010000000474974513, 0.002018943428993225, 0.0010000000474974513]",2.1008009910583496,0.003472517601371342,1.9289129849622545e-05,0.004391939190109825,0.9967620914399059,0.9987158265527316,171.67340815665722,0.0005576190476190449,2.1765730158729946e-06,0.0014753213263126765,0.9996346364789543,1.0,0.2550650895178255
119,1,1,1,"[0.46630000000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.46524685621261597, 0.03278839960694313, 0.0012329709716141224, 0.004437423776835203, 0.06330521404743195, 0.0021978069562464952, 0.001923820236697793]","[0.4666666666666667, 0.011111111111111112, 0.0, 0.0, 0.05, 0.0, 0.0]","[0.017757439985871315, 0.02944003790616989, 0.012267902493476868, 0.018344702199101448, 0.027572911232709885, 0.014792516827583313, 0.013801509514451027]","[0.46047544479370117, 0.0010000000474974513, 0.008647426962852478, 0.0010000000474974513, 0.0036543775349855423, 0.0010000000474974513, 0.0010000000474974513]",2.2348458766937256,0.015276968483307538,0.0007304972533035412,0.02702771269093153,0.9725632550541928,0.9883958193095418,171.46087235073765,0.008782539682539678,0.00037479874779541454,0.019359719724092457,0.9859229345452477,0.9940306359440592,57.15408604400708
1056,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.32454000000000005, 0.0, 0.0]","[0.0, 0.0002457621449138969, 0.004321817308664322, 0.0013497092295438051, 0.3256188631057739, 0.003126302268356085, 0.001439358340576291]","[0.0, 0.0, 0.0, 0.0, 0.32222222222222224, 0.0, 0.0]","[0.0, 0.0023792972788214684, 0.013802286237478256, 0.008247404359281063, 0.005517727229744196, 0.01517829392105341, 0.011341572739183903]","[0.0036261752247810364, 0.007381163537502289, 0.0010000000474974513, 0.0010000000474974513, 0.34398746490478516, 0.0010000000474974513, 0.0010000000474974513]",2.245518207550049,0.0016516874854040392,4.795668970339131e-06,0.002189901589190512,0.999628158752418,0.9998472176235519,142.904553823776,0.00033111111111111535,7.674419753086616e-07,0.0008760376563302868,0.999940494937555,1.0,0.10239036843353175
1985,4,4,4,"[0.0, 0.0, 0.0, 0.45063, 0.0, 0.0, 0.0]","[0.0029159588739275932, 0.005624021403491497, 0.0005647491780109704, 0.4383978247642517, 0.03333282470703125, 0.014688066206872463, 0.06183362007141113]","[0.0, 0.0, 0.0, 0.4388888888888889, 0.005555555555555556, 0.0, 0.06666666666666667]","[0.01184935588389635, 0.016237037256360054, 0.00430721091106534, 0.007235523778945208, 0.038680702447891235, 0.03219141438603401, 0.03760693967342377]","[0.00573868490755558, 0.0010000000474974513, 0.009538721293210983, 0.4536100924015045, 0.00885777361690998, 0.007920444011688232, 0.0010000000474974513]",2.1647980213165283,0.018741630810927595,0.0007628986497880348,0.02762062001092725,0.9693188612826062,0.9867637094460153,171.82168704462543,0.0119947619047619,0.0006590231902998235,0.02567144698492517,0.973496372125988,0.9885818533645829,57.519982712252705
1784,6,6,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.41108, 0.0]","[0.01589198037981987, 0.0021698547061532736, 0.002288408111780882, 0.0003322712436784059, 0.09708058089017868, 0.4116503596305847, 0.03656856715679169]","[0.005555555555555556, 0.0, 0.0, 0.0, 0.11111111111111112, 0.41111111111111115, 0.0]","[0.018889233469963074, 0.010182403959333897, 0.012001356109976768, 0.0033030055928975344, 0.023938413709402084, 0.0049623423255980015, 0.052196841686964035]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.43733668327331543, 0.0010000000474974513]",2.1156463623046875,0.0221288603027125,0.0015749764465267635,0.03968597291898945,0.9238857105757647,0.9689766734959648,171.44837863424277,0.016671111111111116,0.0017680777396825397,0.042048516497999545,0.9145536550089242,0.9652812589069598,57.14393826484555
